image filename;Area;Mean red;StdDev red;Mode red;Min red;Max min;Perim.;Circ.;Feret;IntDen;Median red;Skew red;Kurt red;RawIntDen red;MinFeret;AR;Solidity;Mean blue;Mean green;StDev blue;StdDev green;Mode blue;Mode green;Min blue;Min green;Max blue;Max green;Median blue;Median green;Skew blue;Skew green;Kurt blue;Kurt green;Class
95-8-8-1_600_1.jpg ;41161;142.342;45.635;184;55;214;758.666;0.899;237.036;5858927;164;-0.479;-1.358;5858927;221.0;1.057;0.992;129.121;80.907;19.453;50.046;148;10;88;0;170;163;134;103;-0.269;-0.297;-1.244;-1.516;Neutrophil
95-8-13-4_473_1.jpg ;46378;128.091;50.984;162;26;205;816.85;0.873;249.904;5940582;154;-0.666;-1.205;5940582;240.41;1.017;0.99;122.79;74.786;22.581;46.085;132;8;64;0;181;164;127;91;-0.243;-0.368;-0.949;-1.325;Neutrophil
95-8-10-1_80_2.jpg ;21571;122.502;33.452;96;65;202;577.855;0.812;195.778;2642484;113;0.568;-0.813;2642484;149.249;1.241;0.965;111.177;40.634;14.206;33.865;102;14;84;2;157;133;108;25;0.517;0.987;-0.525;-0.339;Neutrophil
95-8-13-4_179_2.jpg ;32668;119.956;25.677;102;69;209;706.825;0.822;239.376;3918711;112;1.012;0.253;3918711;179.964;1.305;0.978;122.012;40.631;18.879;35.919;109;19;88;4;198;168;117;25;0.845;1.481;0.139;1.067;Lymphocyte
95-8-3-2_404_2.jpg ;137512;212.554;21.237;223;112;232;6376.496;0.042;813.173;29228728;222;-2.472;5.993;29228728;575.0;1.125;0.416;166.249;171.797;12.94;33.27;173;188;99;21;193;197;170;186;-1.801;-2.525;3.284;6.256;Neutrophil
95-8-1-1_355_1.jpg ;173402;194.816;44.303;226;56;239;4663.968;0.1;813.173;33781479;221;-1.337;0.808;33781479;575.0;1.091;0.524;164.544;152.34;26.254;56.526;183;194;84;0;201;201;179;189;-0.944;-1.151;-0.453;0.154;Neutrophil
95-8-13-4_264_1.jpg ;48370;148.119;41.273;179;63;218;834.164;0.874;255.157;7164534;169;-0.727;-1.067;7164534;245.372;1.006;0.99;130.221;81.598;16.914;44.886;139;12;91;2;189;175;134;100;-0.253;-0.472;-0.923;-1.222;Neutrophil
95-8-10-1_539_1.jpg ;20896;129.342;21.709;124;95;207;559.127;0.84;186.682;2702728;123;1.454;1.458;2702728;150.696;1.214;0.986;121.677;39.547;14.789;31.777;116;19;93;9;187;163;117;26;1.475;1.745;1.821;1.912;Lymphocyte
95-5-5-1_149_1.jpg ;51450;139.878;30.942;156;80;225;872.046;0.85;285.617;7196738;146;-0.02;-0.836;7196738;238.297;1.178;0.986;121.447;63.606;13.891;34.456;124;77;91;4;179;167;121;68;0.574;0.391;0.187;-0.437;Neutrophil
95-8-3-2_132_1.jpg ;16213;127.569;31.742;104;87;240;484.759;0.867;156.349;2068271;113;1.152;0.235;2068271;136.927;1.115;0.987;125.718;52.154;21.152;44.93;109;21;73;9;185;180;117;27;0.881;1.167;-0.358;0.041;Lymphocyte
95-8-8-1_568_1.jpg ;15510;95.549;36.59;70;54;207;583.127;0.573;185.54;1481962;80;1.386;0.72;1481962;127.095;1.675;0.829;112.938;34.734;18.401;37.022;98;10;69;1;173;150;106;16;1.134;1.586;0.36;1.202;Neutrophil
95-8-5-1_115_1.jpg ;57524;152.989;38.521;177;64;211;907.904;0.877;282.878;8800550;170;-0.788;-0.885;8800550;265.165;1.038;0.989;139.545;100.114;16.407;48.669;152;131;94;6;177;180;143;121;-0.438;-0.644;-0.779;-1.078;Neutrophil
95-8-3-2_356_1.jpg ;127916;209.012;28.615;229;100;238;5824.111;0.047;813.173;26735922;224;-1.728;2.265;26735922;575.0;1.091;0.387;166.295;163.703;17.298;44.304;179;194;103;9;193;201;174;187;-1.227;-1.708;0.534;2.088;Neutrophil
95-8-12-5_198_1.jpg ;23761;119.282;28.552;105;65;226;602.985;0.821;194.466;2834267;111;1.343;1.252;2834267;164.851;1.171;0.979;108.235;33.976;15.675;32.916;98;16;81;3;172;173;104;21;1.402;1.939;1.561;2.739;Lymphocyte
95-8-27-1_97_6.jpg ;9169;149.799;17.423;133;120;220;380.818;0.795;140.602;1373506;145;1.293;1.35;1373506;88.127;1.624;0.972;147.586;50.505;10.891;30.859;137;25;119;19;191;166;145;38;0.977;1.541;0.765;1.549;Eosinophil
95-5-10-1_392_1.jpg ;91258;162.512;52.698;207;26;218;4028.169;0.071;813.173;14830484;182;-0.929;-0.551;14830484;575.0;1.385;0.276;143.555;122.828;33.154;61.66;177;179;58;0;188;190;152;140;-0.681;-0.731;-0.86;-0.886;Neutrophil
95-5-10-1_955_1.jpg ;18119;56.656;27.132;43;23;169;522.659;0.834;169.366;1026553;46;1.731;2.563;1026553;138.0;1.238;0.983;97.655;28.466;18.778;33.262;85;9;71;0;176;168;91;13;1.58;1.957;2.218;2.944;Lymphocyte
95-8-5-1_127_1.jpg ;127608;192.596;31.696;207;70;223;6102.052;0.043;813.173;24576789;207;-2.176;3.931;24576789;575.0;1.092;0.386;163.588;162.785;17.833;46.392;173;187;97;8;198;200;171;185;-1.752;-2.059;2.332;3.201;Neutrophil
95-8-5-1_26_2.jpg ;50259;163.282;42.596;188;60;235;882.365;0.811;288.406;8206400;183;-0.754;-0.924;8206400;234.425;1.183;0.982;148.411;104.86;18.386;54.185;156;144;93;5;200;201;151;127;-0.33;-0.559;-0.752;-1.215;Neutrophil
95-8-1-1_388_2.jpg ;130484;216.49;26.766;231;82;238;5792.877;0.049;813.173;28248430;228;-2.905;8.94;28248430;575.0;1.078;0.395;174.321;174.778;17.332;36.894;185;194;93;6;204;205;181;191;-2.129;-2.63;4.505;7.284;Neutrophil
95-8-12-2_18_2.jpg ;58319;137.285;23.484;148;78;232;930.624;0.846;301.559;8006301;141;0.222;-0.226;8006301;244.961;1.163;0.981;122.879;65.921;15.773;35.395;111;81;73;2;191;174;122;76;0.702;-0.008;0.59;-0.742;Eosinophil
95-8-3-2_21_1.jpg ;146569;217.715;25.758;231;99;242;5909.442;0.053;813.173;31910221;230;-2.239;4.532;31910221;575.0;1.118;0.443;170.257;172.997;16.594;39.797;181;195;93;15;197;202;177;192;-1.626;-2.189;1.729;4.345;Neutrophil
95-9-4-6_131_1.jpg ;20139;117.347;27.493;100;79;202;534.215;0.887;173.666;2363242;105;1.349;0.618;2363242;148.444;1.142;0.988;111.961;37.659;18.213;34.505;96;15;85;5;177;152;105;21;1.111;1.488;0.198;0.909;Lymphocyte
95-8-13-3_93_1.jpg ;172637;193.574;42.206;220;61;237;6073.109;0.059;813.173;33418107;215;-1.817;2.094;33418107;575.0;1.064;0.522;156.3;151.163;24.667;55.452;173;188;72;1;196;198;167;183;-1.463;-1.554;1.161;1.195;Neutrophil
20190531_112500_0.jpg ;47075;108.989;21.343;101;43;202;839.696;0.839;276.698;5130651;107;0.58;0.808;5130651;233.077;1.108;0.983;123.423;41.873;11.136;27.01;121;25;72;0;170;162;123;35;0.016;1.445;0.681;2.15;Basophil
95-8-8-2_297_1.jpg ;151995;207.479;37.979;229;48;243;5396.097;0.066;813.173;31535761;226;-2.251;4.632;31535761;575.0;1.2;0.46;167.592;167.643;19.445;47.359;179;194;87;1;201;202;177;192;-1.82;-1.984;2.559;3.056;Neutrophil
95-7-24-2_372_2.jpg ;17897;113.558;32.741;93;75;229;499.973;0.9;158.24;2032343;100;1.373;0.917;2032343;148.0;1.058;0.989;113.152;38.242;21.409;38.594;98;16;82;3;188;172;106;20;0.852;1.619;-0.186;1.452;Lymphocyte
95-8-12-5_244_2.jpg ;26029;123.65;25.541;108;66;214;625.512;0.836;220.227;3218481;118;0.95;0.779;3218481;149.396;1.444;0.987;111.848;35.949;16.114;32.406;106;14;83;3;181;165;107;22;1.415;1.78;1.59;2.231;Lymphocyte
95-8-13-2_43_1.jpg ;23158;124.062;32.172;107;83;218;592.357;0.829;205.645;2873021;110;1.082;-0.197;2873021;137.223;1.467;0.988;115.755;44.466;20.449;43.321;100;16;86;5;178;162;108;22;0.885;1.338;-0.452;0.293;Lymphocyte
20190604_110324_0.jpg ;40149;119.841;19.868;109;63;222;778.992;0.831;260.64;4811515;116;1.322;2.552;4811515;211.433;1.183;0.969;144.348;77.434;10.344;21.294;140;64;109;39;197;196;143;70;0.865;2.211;1.235;6.002;Basophil
95-8-8-1_434_1.jpg ;28314;114.435;32.249;97;66;203;637.713;0.875;197.307;3240119;99;0.936;-0.632;3240119;182.904;1.044;0.987;125.312;48.615;19.419;43.628;109;16;99;7;189;165;117;23;0.754;1.019;-0.713;-0.604;Lymphocyte
95-8-13-4_213_2.jpg ;41446;149.486;52.736;179;40;231;783.595;0.848;247.245;6195587;177;-0.706;-1.123;6195587;220.123;1.108;0.99;127.481;88.86;25.352;52.294;141;10;59;0;186;190;136;112;-0.473;-0.496;-1.072;-1.334;Neutrophil
95-9-4-3_24_1.jpg ;21142;102.326;38.279;70;63;209;546.541;0.889;172.627;2163381;83;0.991;-0.406;2163381;160.55;1.029;0.987;106.193;40.794;21.934;39.288;84;13;78;5;174;154;99;19;0.655;1.135;-0.795;-0.094;Lymphocyte
95-8-12-4_176_1.jpg ;22378;118.466;24.713;108;67;213;577.47;0.843;202.41;2651032;111;1.669;2.59;2651032;150.616;1.334;0.986;106.891;31.424;16.77;31.617;98;16;73;2;182;167;101;19;1.811;2.257;3.013;4.274;Lymphocyte
95-8-8-3_121_1.jpg ;38355;159.95;19.982;152;114;223;812.323;0.73;289.836;6134882;154;0.983;0.398;6134882;177.623;1.694;0.94;126.481;54.517;15.153;34.609;115;36;95;9;189;156;123;40;0.897;1.394;0.305;0.671;Monocyte
95-8-10-1_757_1.jpg ;22260;147.014;19.642;133;113;223;584.943;0.818;180.834;3272542;142;1.218;1.152;3272542;164.705;1.043;0.984;117.206;39.411;13.672;28.997;112;22;93;4;179;158;114;28;1.224;1.666;1.447;2.017;Lymphocyte
95-8-20-4_184_1.jpg ;27575;116.717;30.381;91;77;199;640.784;0.844;202.675;3218469;102;0.923;-0.57;3218469;176.0;1.136;0.99;114.546;42.875;20.195;40.562;96;14;88;5;187;168;106;20;0.891;1.178;-0.469;-0.076;Lymphocyte
95-8-13-4_14_3.jpg ;63298;146.679;46.55;176;44;236;946.146;0.889;293.061;9284473;166;-0.63;-1.089;9284473;272.274;1.059;0.992;120.242;71.517;21.584;43.334;131;10;62;0;189;181;124;82;-0.165;-0.185;-0.923;-1.101;Neutrophil
95-8-10-1_40_1.jpg ;41076;165.398;25.518;186;110;232;772.683;0.865;249.483;6793880;162;0.109;-1.06;6793880;208.0;1.188;0.989;144.332;79.15;16.43;45.244;129;37;103;8;191;188;144;64;-0.041;0.3;-0.902;-1.365;Monocyte
20190527_113105_0.jpg ;79273;118.438;23.61;111;44;196;1080.531;0.853;350.907;9388931;114;0.495;-0.144;9388931;306.908;1.102;0.984;128.653;64.004;11.454;25.569;124;49;86;15;180;165;127;56;0.513;1.054;0.121;0.762;Basophil
95-8-8-2_45_1.jpg ;19930;126.022;30.688;102;74;215;528.073;0.898;168.107;2511617;116;0.786;-0.505;2511617;155.0;1.048;0.989;119.789;44.774;19.359;38.046;102;19;86;6;173;160;114;26;0.653;1.233;-0.687;0.229;Lymphocyte
95-8-27-1_207_1.jpg ;57566;177.837;13.511;176;144;225;902.85;0.887;281.439;10237361;177;0.259;-0.475;10237361;266.0;1.02;0.991;151.133;103.052;11.699;39.957;151;125;120;27;190;190;150;111;0.34;-0.198;-0.409;-1.197;Eosinophil
95-8-1-1_400_1.jpg ;8321;93.03;25.489;72;62;196;370.475;0.762;143.265;774103;83;1.423;1.434;774103;81.056;1.786;0.971;113.046;27.34;15.839;24.537;100;10;88;1;176;146;108;17;1.221;1.876;1.117;3.335;Neutrophil
95-8-10-1_668_1.jpg ;17495;148.296;34.167;109;95;217;547.505;0.733;176.389;2594441;147;0.058;-1.52;2594441;141.737;1.117;0.942;114.946;61.131;15.02;39.693;98;14;77;5;157;146;115;56;0.257;0.185;-0.896;-1.499;Neutrophil
95-8-24-1_87_2.jpg ;18107;108.693;38.584;83;59;211;575.026;0.688;228.064;1968104;91;0.813;-0.799;1968104;121.984;1.847;0.967;103.28;37.498;23.582;37.896;77;8;67;2;182;145;98;14;0.404;0.974;-1.197;-0.564;Lymphocyte
95-8-20-2_101_1.jpg ;21105;142.952;44.175;191;78;210;591.897;0.757;212.641;3016996;136;0.000589;-1.74;3016996;131.506;1.64;0.961;130.055;81.914;19.486;57.315;153;18;91;8;177;170;130;67;0.018;0.084;-1.5;-1.824;Neutrophil
95-8-10-1_69_2.jpg ;39224;122.214;22.74;108;51;192;757.654;0.859;247.952;4793712;118;0.418;-0.59;4793712;206.0;1.176;0.99;141.122;70.68;15.785;45.254;132;33;105;11;190;184;138;49;0.296;0.666;-0.882;-1.055;Lymphocyte
95-8-20-4_178_1.jpg ;18727;128.857;40.056;95;68;218;595.085;0.665;220.78;2413112;116;0.357;-1.34;2413112;131.925;1.659;0.907;124.396;57.622;16.695;44.582;107;16;93;4;184;164;121;38;0.561;0.547;-0.588;-1.251;Neutrophil
95-5-10-1_192_1.jpg ;150798;197.463;38.971;219;43;245;5744.991;0.057;813.173;29776960;214;-2.241;4.576;29776960;575.0;1.093;0.456;168.407;160.073;24.037;47.914;184;189;71;0;211;206;180;187;-1.801;-1.79;2.682;2.447;Neutrophil
95-8-1-1_307_1.jpg ;15607;129.477;37.815;98;54;226;498.5;0.789;168.858;2020755;123;0.306;-0.901;2020755;130.892;1.284;0.941;128.232;56.447;21.008;40.751;112;22;92;0;201;169;124;43;0.693;0.625;-0.164;-0.767;Neutrophil
95-8-3-1_477_1.jpg ;60402;147.566;45.891;183;39;214;931.318;0.875;296.441;8913252;168;-0.899;-0.649;8913252;256.074;1.127;0.991;129.579;86.422;18.524;46.59;144;11;79;1;174;171;134;104;-0.389;-0.575;-0.841;-1.093;Neutrophil
95-5-10-1_1180_1.jpg ;203672;195.44;39.645;216;8;234;4741.417;0.114;813.173;39805631;209;-2.999;8.741;39805631;575.0;1.1;0.616;169.045;162.905;23.279;42.468;181;180;59;0;202;191;179;180;-2.367;-2.563;4.793;5.606;Neutrophil
95-8-27-1_278_3.jpg ;46649;162.911;21.904;168;102;228;814.909;0.883;252.937;7599617;165;0.053;-0.597;7599617;235.109;1.048;0.991;129.48;81.369;14.358;44.24;122;21;93;11;183;181;127;94;0.646;-0.091;-0.105;-1.211;Eosinophil
95-8-22-6_64_1.jpg ;70126;172.396;23.269;178;88;216;1123.242;0.698;338.333;12089463;178;-1.198;0.894;12089463;297.874;1.151;0.927;144.144;114.938;14.762;37.11;144;125;91;13;191;177;144;123;-0.021;-1.299;-0.359;0.918;Eosinophil
95-8-10-1_494_2.jpg ;13294;166.716;40.955;206;82;224;519.931;0.618;169.779;2216323;186;-0.681;-1.021;2216323;139.938;1.056;0.822;149.887;102.234;16.571;50.142;157;20;108;10;184;174;154;120;-0.535;-0.388;-0.711;-1.349;Neutrophil
95-8-8-2_379_1.jpg ;22824;127.792;27.01;109;60;217;579.955;0.853;198.977;2916732;122;0.67;0.22;2916732;149.127;1.304;0.987;119.582;39.119;15.194;29.597;109;19;89;1;178;156;116;28;1.056;1.627;0.984;2.073;Lymphocyte
95-8-5-1_105_1.jpg ;47025;152.035;35.699;179;80;217;821.945;0.875;262.246;7149459;170;-0.482;-1.32;7149459;231.649;1.058;0.988;130.321;84.94;16.027;46.874;144;119;88;7;174;167;133;106;-0.152;-0.311;-1.065;-1.526;Neutrophil
95-8-10-1_1278_1.jpg ;129517;205.245;34.94;224;76;232;5986.354;0.045;813.173;26582725;221;-2.042;2.827;26582725;575.0;1.077;0.392;161.791;163.776;20.612;54.201;173;193;88;3;190;199;171;188;-1.891;-2.048;2.25;2.579;Neutrophil
95-8-10-1_141_2.jpg ;44640;156.994;23.82;169;103;218;801.578;0.873;258.027;7008199;164;-0.328;-1.076;7008199;227.462;1.112;0.99;133.413;84.74;13.911;38.583;142;112;90;8;188;176;134;99;0.029;-0.361;-0.563;-1.27;Neutrophil
95-8-3-1_463_2.jpg ;46368;162.937;48.532;193;41;226;823.276;0.86;269.258;7555060;188;-1.05;-0.433;7555060;230.762;1.159;0.989;137.903;101.201;20.196;52.479;150;135;73;0;184;181;145;129;-0.781;-0.805;-0.562;-0.999;Neutrophil
95-8-13-4_180_1.jpg ;27549;119.361;35.769;91;70;230;634.399;0.86;209.287;3288277;102;0.7;-1.043;3288277;168.32;1.229;0.987;112.244;46.071;23.064;43.584;92;12;73;1;177;175;104;20;0.508;0.871;-1.055;-0.816;Lymphocyte
95-8-22-4_39_2.jpg ;51653;172.38;35.651;195;94;225;896.59;0.807;316.244;8903919;187;-0.775;-0.884;8903919;220.773;1.413;0.989;134.911;96.527;19.19;47.301;149;120;76;6;178;175;140;112;-0.467;-0.607;-0.881;-1.025;Neutrophil
95-8-8-2_25_3.jpg ;27642;163.779;18.278;160;115;237;656.257;0.807;217.037;4527181;162;0.49;1.455;4527181;174.506;1.217;0.966;143.22;50.452;12.768;29.59;143;39;113;12;202;184;142;41;0.86;1.889;1.67;3.312;Lymphocyte
95-5-10-1_85_1.jpg ;42477;129.752;63.012;180;19;214;778.666;0.88;243.647;5511466;166;-0.6;-1.385;5511466;226.595;1.065;0.99;135.923;86.638;25.159;53.419;157;10;85;1;189;175;145;112;-0.437;-0.432;-1.232;-1.467;Neutrophil
95-5-4-1_338_2.jpg ;40950;113.022;30.87;127;53;240;758.24;0.895;241.168;4628239;112;0.627;0.454;4628239;220.0;1.051;0.99;121.869;45.122;12.094;29.124;115;15;93;5;185;194;119;42;1.263;1.529;2.242;3.264;Neutrophil
95-8-12-4_53_1.jpg ;38883;149.295;50.236;199;67;234;788.406;0.786;253.569;5805025;163;-0.134;-1.724;5805025;207.959;1.219;0.971;125.196;80.258;23.283;57.792;97;12;70;0;194;184;131;91;-0.052;-0.031;-1.415;-1.768;Neutrophil
95-8-12-6_75_2.jpg ;29005;140.897;40.701;184;65;212;710.666;0.722;238.902;4086725;153;-0.205;-1.437;4086725;184.933;1.279;0.913;124.095;66.271;21.564;48.187;95;9;80;0;168;169;127;73;-0.117;0.162;-1.274;-1.308;Neutrophil
95-5-4-1_396_2.jpg ;41384;129.972;29.448;156;63;234;777.252;0.861;247.631;5378756;131;0.145;-0.537;5378756;216.093;1.142;0.99;118.635;53.975;10.609;28.078;115;22;91;7;167;196;118;53;0.801;0.905;1.154;1.141;Neutrophil
95-8-22-3_47_1.jpg ;34888;130.137;44.668;166;52;203;705.21;0.882;217.506;4540213;147;-0.246;-1.583;4540213;207.06;1.034;0.99;121.581;60.326;19.892;41.026;100;9;83;2;175;150;125;69;-0.044;0.07;-1.165;-1.501;Neutrophil
95-8-8-2_199_1.jpg ;127746;212.403;39.266;234;69;247;5487.938;0.053;813.173;27133571;231;-2.041;3.187;27133571;575.0;1.139;0.386;170.593;169.149;20.461;54.885;183;202;99;7;203;212;180;198;-1.461;-1.742;1.124;1.838;Neutrophil
95-8-8-1_536_1.jpg ;15151;110.867;33.838;82;68;200;518.399;0.708;168.514;1679744;96;0.953;-0.372;1679744;130.704;1.24;0.911;122.562;44.992;14.72;38.838;110;14;92;6;178;161;119;26;0.803;1.126;-0.219;0.03;Neutrophil
95-8-20-4_152_1.jpg ;117593;199.501;35.57;218;61;227;5861.467;0.043;813.173;23459884;215;-2.279;4.076;23459884;575.0;1.287;0.356;163.486;162.79;18.469;47.947;171;186;88;6;191;194;171;185;-2.08;-2.185;3.353;3.461;Neutrophil
95-5-11-1_209_1.jpg ;34194;135.314;46.341;172;58;205;773.938;0.717;257.878;4626932;162;-0.41;-1.557;4626932;188.774;1.399;0.901;123.574;84.604;18.855;45.752;134;22;82;15;165;163;128;107;-0.206;-0.278;-1.274;-1.578;Neutrophil
95-8-10-1_455_2.jpg ;50816;174.093;29.119;196;96;224;863.678;0.856;268.213;8846708;186;-0.507;-1.143;8846708;242.873;1.079;0.983;133.017;95.414;18.492;47.314;145;134;89;10;178;177;137;116;-0.215;-0.364;-1.117;-1.426;Neutrophil
20190531_111058_0.jpg ;60076;117.544;21.796;106;31;206;930.105;0.873;301.597;7061590;112;1.004;1.345;7061590;260.0;1.148;0.992;121.116;49.727;9.71;29.752;122;36;75;1;173;168;121;40;0.723;1.546;2.115;1.966;Basophil
95-8-3-2_278_2.jpg ;56984;173.02;16.992;164;134;222;990.975;0.729;323.595;9859351;168;0.617;-0.543;9859351;235.403;1.383;0.947;151.178;91.436;11.325;38.966;145;65;122;34;186;185;149;74;0.398;0.737;-0.755;-0.89;Monocyte
95-8-10-1_501_2.jpg ;26064;121.763;28.502;95;76;209;613.796;0.869;205.73;3173627;111;0.495;-1.058;3173627;167.2;1.192;0.985;126.306;59.572;21.777;45.996;107;16;93;6;180;168;116;35;0.392;0.529;-1.485;-1.322;Lymphocyte
95-9-4-6_98_2.jpg ;25455;127.338;30.93;110;87;217;606.926;0.868;198.157;3241381;115;1.113;-0.028;3241381;171.489;1.09;0.986;110.222;42.155;19.923;38.244;95;18;83;7;177;156;103;23;0.929;1.35;-0.31;0.362;Lymphocyte
95-8-8-1_105_2.jpg ;30731;134.848;58.315;180;26;224;657.796;0.892;208.147;4144013;168;-0.513;-1.37;4144013;186.911;1.1;0.99;130.581;80.653;25.677;55.209;153;4;65;0;183;179;140;109;-0.508;-0.307;-0.975;-1.597;Neutrophil
95-8-8-1_177_3.jpg ;39795;155.947;44.581;199;78;237;761.737;0.862;235.376;6205926;165;-0.147;-1.629;6205926;222.215;1.032;0.983;130.878;79.397;25.606;57.848;102;16;67;0;195;181;136;84;-0.04;-0.003;-1.491;-1.777;Neutrophil
95-8-8-1_110_1.jpg ;36441;116.595;54.572;165;19;209;717.796;0.889;235.78;4248856;143;-0.422;-1.449;4248856;201.0;1.161;0.991;133.851;73.81;20.509;49.994;143;7;89;0;185;164;138;93;-0.187;-0.228;-1.1;-1.579;Neutrophil
95-5-10-1_736_5.jpg ;41831;144.044;44.854;184;49;228;780.909;0.862;245.284;6025503;159;-0.366;-1.202;6025503;215.197;1.113;0.989;136.387;74.21;20.736;45.781;147;18;79;3;214;177;139;85;-0.011;-0.017;-0.775;-1.303;Neutrophil
95-8-8-3_13_1.jpg ;21755;144.083;23.415;127;106;227;582.5;0.806;204.553;3134516;137;1.008;0.44;3134516;138.652;1.531;0.983;124.562;40.265;13.545;29.197;114;22;103;11;177;151;122;28;0.789;1.581;0.038;1.614;Lymphocyte
95-8-27-1_164_3.jpg ;41440;158.774;17.606;148;119;217;844.548;0.73;271.317;6579604;156;0.49;-0.437;6579604;204.819;1.404;0.919;129.963;86.115;12.792;36.203;120;83;97;12;180;174;128;91;0.739;-0.28;0.064;-0.688;Eosinophil
95-7-24-2_127_1.jpg ;37923;142.07;40.536;166;57;236;737.252;0.877;230.124;5387719;152;-0.418;-0.996;5387719;211.556;1.089;0.99;125.524;73.895;20.178;44.974;98;10;83;2;183;185;126;82;0.102;-0.06;-1.04;-1.244;Neutrophil
95-8-3-1_333_1.jpg ;34948;142.673;52.502;188;37;212;708.181;0.876;222.284;4986126;173;-0.646;-1.232;4986126;203.263;1.074;0.988;124.907;85.327;24.753;53.053;149;9;60;2;177;169;132;112;-0.443;-0.391;-1.122;-1.572;Neutrophil
95-8-3-1_444_2.jpg ;31649;156.953;46.988;192;55;219;770.624;0.67;243.822;4967420;183;-0.76;-1.043;4967420;178.965;1.474;0.889;130.924;95.835;23.891;53.153;147;12;73;3;174;170;140;124;-0.594;-0.575;-1.037;-1.335;Neutrophil
95-9-4-5_4_1.jpg ;30357;129.123;43.965;93;70;215;704.708;0.768;224.181;3919797;109;0.5;-1.368;3919797;183.443;1.196;0.962;118.012;59.59;27.292;54.557;94;14;78;3;180;173;106;28;0.519;0.719;-1.275;-1.16;Lymphocyte
95-8-13-4_294_2.jpg ;20225;88.237;36.551;59;45;214;534.742;0.889;169.248;1784599;73;1.253;0.47;1784599;152.735;1.108;0.988;119.434;38.184;21.715;39.302;102;13;85;1;199;177;111;18;0.873;1.479;-0.344;0.985;Lymphocyte
95-5-4-1_401_3.jpg ;49930;125.778;32.206;85;56;227;860.69;0.847;280.945;6280113;129;0.106;-0.827;6280113;239.88;1.181;0.981;146.046;65.525;12.592;32.136;136;24;108;11;201;194;145;65;0.624;0.646;0.226;0.34;Neutrophil
95-8-3-2_32_1.jpg ;137428;223.683;17.616;232;128;242;5547.678;0.056;813.173;30740328;231;-2.471;5.856;30740328;575.0;1.213;0.416;179.284;184.067;12.758;32.633;185;200;106;36;209;206;185;197;-2.248;-2.866;4.877;8.113;Neutrophil
95-8-8-2_381_1.jpg ;26839;140.011;20.106;129;103;217;644.624;0.812;226.491;3757765;134;1.256;1.275;3757765;154.898;1.452;0.98;123.216;44.712;14.727;30.297;112;25;97;10;188;164;119;32;1.359;1.667;1.604;1.925;Lymphocyte
95-8-8-1_527_1.jpg ;23335;93.255;30.538;74;55;212;572.541;0.895;176.505;2176113;81;1.309;0.528;2176113;170.413;1.01;0.989;109.988;32.109;18.806;31.408;102;14;83;2;175;158;104;17;1.077;1.537;0.429;1.062;Lymphocyte
95-5-10-1_796_1.jpg ;42269;139.794;54.243;168;30;229;812.264;0.805;251.956;5908939;164;-0.47;-1.216;5908939;217.443;1.142;0.965;128.47;74.879;24.809;48.694;136;10;73;1;184;174;135;90;-0.287;-0.078;-1.089;-1.385;Neutrophil
95-8-13-1_35_1.jpg ;38551;127.33;36.647;87;55;216;754.566;0.851;257.69;4908685;137;-0.089;-1.308;4908685;194.057;1.317;0.99;128.475;66.287;17.172;41.558;108;16;92;6;179;177;127;72;0.415;0.246;-0.716;-1.069;Neutrophil
95-8-13-4_196_1.jpg ;43952;142.05;50.245;172;44;225;789.394;0.886;254.772;6243374;164;-0.622;-1.141;6243374;224.859;1.125;0.991;124.431;75.908;21.774;47.391;132;9;79;0;183;175;129;88;-0.19;-0.207;-1.054;-1.254;Neutrophil
95-8-12-4_44_1.jpg ;28053;126.871;23.224;126;76;230;644.382;0.849;206.022;3559104;123;1.194;1.619;3559104;173.708;1.166;0.987;120.318;35.554;17.548;31.587;111;15;58;1;199;179;117;25;1.198;2.153;1.528;4.084;Lymphocyte
95-8-12-3_126_1.jpg ;30166;143.409;36.12;112;85;224;650.139;0.897;205.828;4326090;127;0.328;-1.48;4326090;190.839;1.044;0.99;125.284;63.185;21.87;54.54;106;14;90;5;185;183;116;28;0.353;0.541;-1.328;-1.411;Lymphocyte
95-8-10-1_484_1.jpg ;26245;158.725;21.705;162;77;236;649.897;0.781;218.277;4165743;159;-0.455;1.622;4165743;172.353;1.282;0.97;126.539;53.911;14.849;29.109;121;39;81;0;185;169;125;45;0.534;1.441;0.921;1.703;Lymphocyte
95-8-5-1_116_1.jpg ;45328;115.201;42.876;155;34;190;872.992;0.747;281.37;5221820;127;-0.23;-1.404;5221820;222.554;1.257;0.955;129.114;66.887;18.812;45.341;108;16;85;1;179;158;129;76;0.085;0.02;-1.043;-1.594;Neutrophil
95-8-13-1_41_1.jpg ;205509;184.041;33.024;206;63;219;5072.519;0.1;813.173;37822047;201;-1.702;2.084;37822047;575.0;1.191;0.622;156.749;147.772;19.957;50.602;169;183;85;6;186;193;166;177;-1.085;-1.336;0.045;0.667;Neutrophil
95-8-10-1_535_1.jpg ;9605;151.358;20.956;150;109;234;387.304;0.805;130.188;1453791;150;0.6;0.327;1453791;99.382;1.299;0.974;121.955;46.842;14.277;27.676;119;36;94;8;182;168;121;39;0.822;1.335;1.084;1.634;Neutrophil
